customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,streaming_tv,streaming_movies,tech_support,online_security,churn
CUST_002878,4,24.99,138.11,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_002879,17,19.1,248.78,One year,Bank transfer,Fiber optic,0,0,0,0,0
CUST_002880,4,18.08,154.92,Month-to-Month,Credit card,DSL,0,0,0,0,1
CUST_002881,8,26.33,236.9,Month-to-Month,Mailed check,DSL,0,1,1,0,1
CUST_002882,38,27.06,1096.27,Month-to-Month,Bank transfer,Fiber optic,0,1,0,1,0
CUST_002883,4,23.29,136.87,Month-to-Month,Bank transfer,Fiber optic,0,0,1,1,1
CUST_002884,1,14.89,14.89,Two year,Credit card,No,0,0,0,0,0
CUST_002885,1,16.71,16.71,Month-to-Month,Mailed check,DSL,1,0,1,1,1
CUST_002886,56,10.84,578.86,Two year,Credit card,DSL,1,1,1,1,0
CUST_002887,14,20.09,360.74,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_002888,10,19.66,265.87,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_002889,33,29.3,935.92,Month-to-Month,Bank transfer,DSL,0,1,1,1,1
CUST_002890,36,26.75,822.08,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_002891,8,24.9,188.57,Month-to-Month,Credit card,DSL,1,0,1,1,0
CUST_002892,23,22.76,509.09,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_002893,29,11.67,325.94,Two year,Bank transfer,No,0,0,0,0,0
CUST_002894,21,29.68,649.71,Month-to-Month,Electronic check,DSL,1,1,0,1,1
CUST_002895,3,20.63,105.7,Month-to-Month,Mailed check,DSL,1,0,0,0,1
CUST_002896,41,11.07,503.38,Two year,Bank transfer,DSL,0,1,1,0,0
CUST_002897,15,18.42,298.59,One year,Credit card,DSL,1,0,1,0,0
CUST_002898,6,28.11,78.62,Month-to-Month,Mailed check,DSL,0,1,1,0,1
CUST_002899,11,28.31,294.35,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_002900,1,10.11,125.31,Two year,Bank transfer,DSL,0,0,0,0,0
CUST_002901,2,23.52,65.75,One year,Electronic check,Fiber optic,1,1,1,0,0
CUST_002902,29,19.07,571.42,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,1
CUST_002903,1,15.58,33.55,Month-to-Month,Bank transfer,Fiber optic,0,0,0,0,1
CUST_002904,10,18.48,205.57,Two year,Electronic check,Fiber optic,0,1,0,0,0
CUST_002905,14,27.96,272.28,Month-to-Month,Mailed check,DSL,0,1,0,0,1
CUST_002906,1,15.96,15.96,Two year,Electronic check,Fiber optic,1,0,0,1,0
CUST_002907,72,23.62,1698.75,Month-to-Month,Mailed check,DSL,1,0,0,0,0
CUST_002908,5,22.57,176.92,One year,Bank transfer,Fiber optic,1,0,0,1,0
CUST_002909,7,26.79,189.91,Month-to-Month,Mailed check,DSL,1,1,1,1,0
CUST_002910,7,28.35,116.12,Month-to-Month,Electronic check,Fiber optic,1,0,1,0,1
CUST_002911,5,15.53,99.15,Two year,Electronic check,Fiber optic,0,0,1,1,1
CUST_002912,1,29.51,29.51,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,1
CUST_002913,26,29.94,717.6,Month-to-Month,Electronic check,DSL,1,0,0,1,1
CUST_002914,68,16.75,1097.29,Month-to-Month,Bank transfer,DSL,1,0,1,1,1
CUST_002915,5,27.74,165.83,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_002916,21,22.5,535.44,Month-to-Month,Electronic check,DSL,0,0,0,0,0
CUST_002917,27,17.04,484.23,One year,Mailed check,DSL,0,1,0,1,0
CUST_002918,37,24.2,927.0,Month-to-Month,Mailed check,Fiber optic,0,0,1,0,0
CUST_002919,10,15.84,182.05,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_002920,7,22.6,163.27,Month-to-Month,Bank transfer,Fiber optic,1,0,1,0,0
CUST_002921,7,23.32,198.09,One year,Electronic check,Fiber optic,0,1,1,0,1
CUST_002922,24,14.77,233.54,One year,Mailed check,Fiber optic,1,1,0,0,0
CUST_002923,33,21.4,711.75,Month-to-Month,Credit card,DSL,0,0,0,1,1
CUST_002924,4,29.09,64.11,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,1
CUST_002925,9,14.29,186.76,Two year,Bank transfer,No,0,0,0,0,1
CUST_002926,46,20.38,930.12,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_002927,32,14.41,462.67,Two year,Electronic check,DSL,0,0,1,1,0
CUST_002928,72,15.19,1018.43,Two year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_002929,28,20.22,617.0,One year,Bank transfer,Fiber optic,0,1,0,0,0
CUST_002930,9,27.01,274.46,Month-to-Month,Mailed check,DSL,0,0,0,0,1
CUST_002931,17,14.52,274.69,Two year,Bank transfer,Fiber optic,0,1,1,1,0
CUST_002932,21,22.63,434.58,One year,Credit card,DSL,1,0,0,1,1
CUST_002933,1,18.94,18.94,One year,Credit card,Fiber optic,1,0,1,1,0
CUST_002934,15,20.08,312.38,Month-to-Month,Bank transfer,DSL,0,1,1,0,1
CUST_002935,24,24.87,562.16,Month-to-Month,Credit card,Fiber optic,0,1,1,0,0
CUST_002936,3,25.77,99.05,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_002937,30,23.37,593.05,Month-to-Month,Bank transfer,Fiber optic,1,1,1,1,0
CUST_002938,17,12.74,192.2,One year,Electronic check,Fiber optic,1,0,1,1,0
CUST_002939,60,17.55,1142.84,Month-to-Month,Electronic check,DSL,0,0,1,0,1
CUST_002940,1,19.28,41.25,Month-to-Month,Bank transfer,Fiber optic,0,1,1,0,0
CUST_002941,6,19.24,123.78,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_002942,18,20.75,472.76,One year,Mailed check,DSL,1,1,1,1,0
CUST_002943,7,10.18,10.18,Two year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_002944,25,26.34,617.73,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,1
CUST_002945,28,18.98,511.38,Month-to-Month,Mailed check,Fiber optic,0,1,1,0,0
CUST_002946,2,19.65,82.22,Month-to-Month,Electronic check,Fiber optic,1,0,1,1,1
CUST_002947,14,18.86,307.82,One year,Mailed check,Fiber optic,1,0,0,0,0
CUST_002948,14,14.81,164.04,One year,Electronic check,DSL,1,1,1,0,0
CUST_002949,9,18.84,219.46,Two year,Bank transfer,Fiber optic,1,0,0,1,0
CUST_002950,54,16.28,858.95,Month-to-Month,Electronic check,Fiber optic,0,0,0,0,0
CUST_002951,35,14.44,565.98,Two year,Electronic check,DSL,0,1,0,0,0
CUST_002952,23,27.74,586.39,Month-to-Month,Bank transfer,Fiber optic,0,1,1,1,0
CUST_002953,25,20.01,494.08,One year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_002954,12,19.38,208.05,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,0
CUST_002955,50,14.21,763.3,Two year,Electronic check,DSL,1,1,0,1,1
CUST_002956,23,25.6,562.66,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_002957,26,24.65,638.78,One year,Credit card,Fiber optic,1,1,1,1,0
CUST_002958,39,18.93,763.61,Two year,Credit card,Fiber optic,1,1,1,1,0
CUST_002959,6,20.14,148.1,Month-to-Month,Bank transfer,DSL,1,1,0,0,0
CUST_002960,32,29.97,1003.39,Month-to-Month,Electronic check,Fiber optic,1,0,1,0,0
CUST_002961,4,10.04,50.72,Two year,Bank transfer,No,0,0,0,0,0
CUST_002962,8,15.41,102.37,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_002963,8,27.36,201.4,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_002964,72,17.99,1296.56,Month-to-Month,Electronic check,Fiber optic,1,0,1,0,1
CUST_002965,38,12.79,498.5,One year,Credit card,Fiber optic,0,1,1,1,1
CUST_002966,24,18.56,438.08,Month-to-Month,Bank transfer,DSL,0,1,1,0,0
CUST_002967,25,21.39,535.71,Month-to-Month,Bank transfer,Fiber optic,1,1,1,0,1
CUST_002968,16,25.96,339.5,Month-to-Month,Bank transfer,Fiber optic,1,1,0,1,1
CUST_002969,58,24.37,1446.83,Month-to-Month,Electronic check,DSL,1,1,1,0,1
CUST_002970,13,12.38,170.0,Two year,Mailed check,Fiber optic,1,1,0,1,0
CUST_002971,9,15.03,185.36,Two year,Bank transfer,No,0,0,0,0,0
CUST_002972,3,24.04,72.13,One year,Bank transfer,Fiber optic,1,0,1,1,1
CUST_002973,30,27.23,729.98,Month-to-Month,Credit card,DSL,0,1,1,0,1
CUST_002974,26,13.23,326.06,Two year,Electronic check,No,0,0,0,0,0
CUST_002975,9,29.73,257.57,Month-to-Month,Credit card,DSL,0,0,0,1,1
CUST_002976,1,25.63,62.78,Month-to-Month,Mailed check,DSL,0,1,1,0,0
CUST_002977,36,10.62,278.81,Two year,Bank transfer,DSL,1,1,1,0,0
CUST_002978,1,12.46,14.52,One year,Mailed check,DSL,0,0,0,1,0
CUST_002979,24,14.19,366.24,One year,Credit card,DSL,0,0,1,0,0
CUST_002980,70,21.46,1469.13,One year,Electronic check,Fiber optic,0,1,1,0,0
CUST_002981,11,17.76,199.09,Month-to-Month,Bank transfer,Fiber optic,1,1,1,1,0
CUST_002982,5,22.67,82.0,Month-to-Month,Bank transfer,Fiber optic,0,1,1,1,0
CUST_002983,24,13.21,280.56,One year,Electronic check,Fiber optic,1,1,1,1,0
CUST_002984,33,28.81,930.31,Month-to-Month,Electronic check,Fiber optic,1,1,0,0,1
CUST_002985,15,20.16,266.87,Month-to-Month,Credit card,DSL,0,0,1,0,1
CUST_002986,68,23.81,1653.26,One year,Electronic check,Fiber optic,0,1,0,0,0
CUST_002987,1,24.28,24.28,One year,Electronic check,Fiber optic,1,1,0,0,0
CUST_002988,14,15.09,166.11,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_002989,25,18.03,539.15,One year,Bank transfer,DSL,0,1,0,1,0
CUST_002990,39,10.25,447.79,Two year,Electronic check,DSL,1,1,1,0,0
CUST_002991,3,23.81,23.81,One year,Bank transfer,Fiber optic,0,1,0,1,1
CUST_002992,32,22.78,690.72,Month-to-Month,Bank transfer,Fiber optic,0,1,1,0,1
CUST_002993,16,16.12,270.04,Month-to-Month,Credit card,DSL,1,1,1,0,0
CUST_002994,10,16.65,182.69,Month-to-Month,Bank transfer,Fiber optic,1,1,0,0,0
CUST_002995,2,20.75,20.75,Month-to-Month,Credit card,DSL,0,1,0,1,1
CUST_002996,40,29.1,1221.93,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_002997,3,25.39,117.43,Month-to-Month,Bank transfer,DSL,0,0,1,1,1
CUST_002998,7,28.01,220.17,Month-to-Month,Electronic check,DSL,1,1,1,1,1
CUST_002999,6,13.66,149.8,Two year,Electronic check,DSL,1,1,1,1,0
CUST_003000,41,15.65,664.26,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,0
CUST_003001,22,24.67,565.17,One year,Electronic check,DSL,1,0,0,1,0
CUST_003002,31,12.22,456.7,One year,Bank transfer,Fiber optic,1,0,1,0,0
CUST_003003,5,29.21,201.11,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_003004,19,13.69,218.03,Two year,Mailed check,DSL,1,1,0,0,0
CUST_003005,16,12.13,225.74,One year,Electronic check,Fiber optic,0,0,0,1,0
CUST_003006,35,25.34,853.69,Month-to-Month,Bank transfer,DSL,1,1,1,1,0
CUST_003007,47,24.75,1188.46,One year,Credit card,Fiber optic,0,0,1,1,0
CUST_003008,1,29.48,53.31,Month-to-Month,Bank transfer,DSL,0,1,0,0,1
CUST_003009,22,14.09,240.81,One year,Bank transfer,DSL,1,1,0,0,0
CUST_003010,1,17.72,17.72,Month-to-Month,Electronic check,Fiber optic,1,1,0,0,1
CUST_003011,15,15.66,248.16,Two year,Electronic check,DSL,1,0,1,0,1
CUST_003012,6,24.56,125.55,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_003013,7,21.61,167.01,One year,Electronic check,Fiber optic,1,1,1,0,1
CUST_003014,8,17.72,182.05,Month-to-Month,Credit card,Fiber optic,1,0,1,1,0
CUST_003015,19,24.47,463.4,One year,Mailed check,No,0,0,0,0,1
CUST_003016,8,20.3,173.63,One year,Bank transfer,No,0,0,0,0,0
CUST_003017,26,27.71,789.63,Month-to-Month,Credit card,Fiber optic,1,0,1,0,1
CUST_003018,10,19.02,213.86,One year,Credit card,Fiber optic,1,0,0,0,0
CUST_003019,1,21.21,31.25,Month-to-Month,Bank transfer,DSL,0,0,0,1,0
CUST_003020,30,19.77,545.2,Two year,Credit card,Fiber optic,1,0,0,1,0
CUST_003021,6,23.73,175.93,Month-to-Month,Credit card,Fiber optic,0,1,1,1,0
CUST_003022,11,18.67,221.88,Two year,Credit card,No,0,0,0,0,0
CUST_003023,23,19.53,513.38,Two year,Credit card,DSL,1,1,0,0,0
CUST_003024,8,25.13,203.38,Month-to-Month,Bank transfer,DSL,0,1,0,1,1
CUST_003025,1,23.23,23.23,Month-to-Month,Bank transfer,DSL,0,1,0,1,1
CUST_003026,9,15.05,50.44,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_003027,57,10.4,629.58,Two year,Electronic check,DSL,1,1,1,1,0
CUST_003028,20,18.01,331.69,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,0
CUST_003029,22,17.79,413.22,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,0
CUST_003030,20,12.55,256.71,Two year,Mailed check,DSL,0,1,1,1,0
CUST_003031,4,19.57,69.94,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_003032,10,16.68,161.98,One year,Credit card,Fiber optic,1,1,0,0,0
CUST_003033,27,21.31,532.1,Month-to-Month,Credit card,DSL,0,1,0,1,0
CUST_003034,2,16.48,32.17,Month-to-Month,Electronic check,Fiber optic,0,0,0,1,1
CUST_003035,6,12.55,46.08,One year,Electronic check,No,0,0,0,0,0
CUST_003036,6,25.11,132.05,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_003037,11,23.06,237.48,Month-to-Month,Credit card,Fiber optic,0,0,1,1,0
CUST_003038,72,14.44,1028.35,Two year,Credit card,Fiber optic,1,1,1,1,0
CUST_003039,1,24.52,70.63,Month-to-Month,Credit card,DSL,1,0,0,0,1
CUST_003040,14,18.28,249.43,Two year,Credit card,No,0,0,0,0,0
CUST_003041,3,14.28,94.03,Two year,Mailed check,DSL,1,1,0,1,0
CUST_003042,70,24.62,1800.29,Month-to-Month,Electronic check,Fiber optic,1,1,1,1,0
CUST_003043,2,29.3,101.35,Month-to-Month,Credit card,DSL,0,1,1,1,0
CUST_003044,10,22.92,255.92,One year,Electronic check,DSL,1,0,0,0,0
CUST_003045,26,21.39,572.48,Month-to-Month,Credit card,DSL,1,1,1,1,0
CUST_003046,24,24.67,635.35,Month-to-Month,Bank transfer,Fiber optic,0,0,1,0,0
CUST_003047,10,14.3,147.47,One year,Credit card,Fiber optic,1,1,0,0,1
CUST_003048,8,23.41,236.51,Month-to-Month,Electronic check,Fiber optic,0,0,1,1,1
CUST_003049,10,19.81,228.81,Two year,Bank transfer,DSL,1,1,0,1,0
CUST_003050,6,22.77,118.63,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_003051,4,28.91,160.43,Month-to-Month,Credit card,DSL,1,0,1,1,1
CUST_003052,13,21.11,279.0,Month-to-Month,Electronic check,DSL,1,1,1,0,1
CUST_003053,6,19.99,114.63,Two year,Credit card,Fiber optic,1,1,1,0,0
CUST_003054,6,19.53,93.37,One year,Credit card,No,0,0,0,0,0
CUST_003055,21,10.42,227.12,Two year,Bank transfer,DSL,1,1,1,0,0
CUST_003056,69,23.8,1692.02,Month-to-Month,Credit card,Fiber optic,1,0,1,0,1
CUST_003057,18,19.12,388.61,Month-to-Month,Bank transfer,Fiber optic,1,1,0,0,1
CUST_003058,1,15.49,33.16,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_003059,1,27.31,57.29,Month-to-Month,Electronic check,DSL,0,1,1,1,1
CUST_003060,60,15.58,998.38,One year,Credit card,Fiber optic,1,1,1,1,0
CUST_003061,7,22.36,149.02,One year,Bank transfer,DSL,0,1,0,1,1
CUST_003062,1,19.32,19.32,Month-to-Month,Electronic check,DSL,0,0,0,1,1
CUST_003063,18,11.94,279.98,Two year,Bank transfer,DSL,0,1,0,0,0
CUST_003064,19,29.61,536.1,Month-to-Month,Mailed check,No,0,0,0,0,0
CUST_003065,20,13.62,237.88,Two year,Electronic check,DSL,0,0,0,0,0
CUST_003066,6,24.02,54.31,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_003067,1,24.15,52.71,Month-to-Month,Electronic check,DSL,0,0,0,1,1
CUST_003068,67,23.41,1487.4,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_003069,5,28.72,106.09,Month-to-Month,Mailed check,Fiber optic,1,0,0,1,1
CUST_003070,22,20.77,486.35,One year,Bank transfer,DSL,0,1,1,0,0
CUST_003071,24,21.06,541.54,Month-to-Month,Electronic check,Fiber optic,0,0,0,0,0
CUST_003072,18,27.94,470.33,Month-to-Month,Mailed check,DSL,1,1,0,0,1
CUST_003073,7,14.35,93.74,One year,Electronic check,Fiber optic,1,0,0,1,0
CUST_003074,6,19.08,70.85,One year,Electronic check,Fiber optic,0,1,0,1,0
CUST_003075,18,19.51,323.76,Two year,Electronic check,Fiber optic,1,0,0,0,0
CUST_003076,40,24.38,988.51,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,0
CUST_003077,58,22.62,1286.88,One year,Electronic check,Fiber optic,1,1,0,1,0
CUST_003078,2,20.5,28.79,One year,Credit card,DSL,1,1,0,0,0
CUST_003079,3,27.59,27.59,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_003080,57,29.17,1719.34,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_003081,26,19.09,521.84,Month-to-Month,Electronic check,DSL,1,1,0,1,0
CUST_003082,42,17.54,776.33,Month-to-Month,Electronic check,DSL,0,0,0,0,1
CUST_003083,4,22.26,153.56,Month-to-Month,Credit card,Fiber optic,1,0,0,1,1
CUST_003084,17,25.53,392.75,Month-to-Month,Mailed check,Fiber optic,0,1,1,0,1
CUST_003085,24,14.95,340.88,One year,Electronic check,DSL,0,1,1,1,0
CUST_003086,22,12.05,170.36,One year,Mailed check,DSL,1,1,0,1,0
CUST_003087,10,13.43,291.32,Two year,Bank transfer,Fiber optic,0,0,0,0,0
CUST_003088,1,24.6,24.6,One year,Electronic check,Fiber optic,1,0,0,0,1
CUST_003089,17,25.42,484.08,Month-to-Month,Bank transfer,DSL,0,1,1,1,0
CUST_003090,5,14.01,14.01,Two year,Mailed check,No,0,0,0,0,0
CUST_003091,11,11.93,181.05,Two year,Electronic check,Fiber optic,1,1,0,1,0
CUST_003092,63,20.34,1374.3,Month-to-Month,Bank transfer,Fiber optic,1,1,1,1,0
CUST_003093,10,14.21,139.09,One year,Bank transfer,Fiber optic,0,0,1,1,0
CUST_003094,36,11.06,347.62,Two year,Bank transfer,DSL,1,0,1,1,0
CUST_003095,4,28.6,107.46,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,1
CUST_003096,22,19.98,328.22,Two year,Bank transfer,DSL,1,1,0,0,0
CUST_003097,72,17.46,1255.23,Month-to-Month,Mailed check,DSL,1,1,1,0,0
CUST_003098,2,15.82,72.69,Month-to-Month,Bank transfer,DSL,1,1,1,0,0
CUST_003099,1,19.95,19.95,Month-to-Month,Bank transfer,DSL,0,1,0,1,1
CUST_003100,11,18.0,183.79,One year,Electronic check,Fiber optic,0,1,1,1,0
CUST_003101,1,12.05,38.43,Two year,Bank transfer,Fiber optic,0,0,0,1,1
CUST_003102,27,13.01,381.47,Two year,Bank transfer,DSL,1,1,1,0,1
CUST_003103,49,18.01,799.49,Month-to-Month,Mailed check,DSL,0,0,1,0,1
CUST_003104,11,26.61,297.15,Month-to-Month,Credit card,Fiber optic,1,0,0,1,1
CUST_003105,5,17.13,207.45,Two year,Credit card,DSL,1,1,1,0,0
CUST_003106,11,20.25,156.0,One year,Electronic check,DSL,0,1,1,0,0
CUST_003107,25,20.81,515.98,Month-to-Month,Credit card,Fiber optic,1,1,0,1,0
CUST_003108,1,28.64,125.73,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_003109,17,24.6,473.41,One year,Bank transfer,No,0,0,0,0,1
CUST_003110,19,14.26,245.27,One year,Credit card,Fiber optic,1,0,1,1,0
CUST_003111,20,18.35,377.31,Month-to-Month,Bank transfer,DSL,1,1,0,0,0
CUST_003112,5,22.88,114.29,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,1
CUST_003113,25,10.91,235.35,Two year,Credit card,DSL,1,1,0,1,1
CUST_003114,1,17.67,17.67,One year,Electronic check,DSL,0,0,0,1,0
CUST_003115,4,23.73,80.92,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,0
CUST_003116,41,22.83,941.67,Month-to-Month,Mailed check,Fiber optic,0,1,1,0,0
CUST_003117,26,16.3,386.38,One year,Credit card,DSL,0,1,1,0,0
CUST_003118,1,23.14,23.14,Month-to-Month,Credit card,DSL,1,0,0,1,1
CUST_003119,5,29.38,144.84,Month-to-Month,Electronic check,Fiber optic,1,0,0,1,1
CUST_003120,4,18.09,158.12,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_003121,6,24.82,153.03,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,0
CUST_003122,5,12.56,46.22,One year,Credit card,Fiber optic,0,1,0,1,0
CUST_003123,1,16.0,53.7,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_003124,12,19.17,222.12,One year,Electronic check,Fiber optic,1,1,1,1,0
CUST_003125,26,16.57,524.22,Month-to-Month,Electronic check,Fiber optic,1,1,1,1,0
CUST_003126,18,15.34,275.92,Month-to-Month,Electronic check,DSL,0,1,0,0,0
CUST_003127,22,17.57,421.56,Month-to-Month,Electronic check,DSL,1,0,0,0,0
CUST_003128,1,15.65,15.65,Two year,Credit card,Fiber optic,0,1,1,1,0
CUST_003129,60,17.03,1046.95,Two year,Electronic check,DSL,0,0,1,1,0
CUST_003130,36,18.04,663.19,Month-to-Month,Credit card,DSL,1,0,0,0,1
CUST_003131,32,20.69,659.25,One year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_003132,34,14.37,463.49,One year,Bank transfer,DSL,1,1,1,1,0
CUST_003133,53,16.13,822.99,Two year,Electronic check,No,0,0,0,0,0
CUST_003134,15,21.18,331.82,Month-to-Month,Credit card,DSL,1,0,0,1,1
CUST_003135,4,20.5,113.45,One year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_003136,19,29.93,562.31,Month-to-Month,Credit card,Fiber optic,1,1,0,0,1
CUST_003137,27,29.07,799.25,Month-to-Month,Credit card,Fiber optic,1,0,0,0,0
CUST_003138,26,10.04,259.14,Two year,Electronic check,Fiber optic,1,1,1,0,0
CUST_003139,14,28.28,400.85,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_003140,1,16.0,16.0,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_003141,9,29.3,264.6,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_003142,50,15.66,917.9,One year,Bank transfer,Fiber optic,0,0,0,0,0
CUST_003143,17,16.97,304.07,One year,Mailed check,Fiber optic,1,0,1,1,0
CUST_003144,15,16.37,277.81,Month-to-Month,Bank transfer,DSL,0,1,0,0,1
CUST_003145,6,11.12,88.62,Two year,Electronic check,No,0,0,0,0,0
CUST_003146,9,25.9,219.96,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_003147,45,29.16,1376.9,Month-to-Month,Mailed check,Fiber optic,0,1,1,1,0
CUST_003148,21,16.11,323.75,Two year,Electronic check,Fiber optic,0,1,1,1,1
CUST_003149,30,25.74,824.95,Month-to-Month,Mailed check,Fiber optic,1,0,0,0,1
CUST_003150,12,26.43,300.45,Month-to-Month,Credit card,DSL,1,0,0,1,1
CUST_003151,19,18.94,311.86,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_003152,5,10.45,70.52,Two year,Credit card,Fiber optic,0,1,1,0,0
CUST_003153,24,15.03,305.49,Month-to-Month,Credit card,Fiber optic,1,1,0,1,0
CUST_003154,11,13.51,175.39,Two year,Mailed check,Fiber optic,1,1,1,0,0
CUST_003155,11,15.14,106.83,One year,Credit card,No,0,0,0,0,0
CUST_003156,20,15.93,302.65,Month-to-Month,Credit card,Fiber optic,0,1,0,1,0
CUST_003157,55,14.33,716.56,One year,Credit card,DSL,0,1,0,1,0
CUST_003158,1,16.87,158.08,Month-to-Month,Bank transfer,Fiber optic,1,1,0,0,1
CUST_003159,34,28.72,893.78,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_003160,6,13.82,83.41,One year,Electronic check,Fiber optic,1,1,0,0,1
CUST_003161,11,15.38,226.35,Two year,Electronic check,No,0,0,0,0,0
CUST_003162,1,23.9,75.72,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_003163,7,23.15,204.62,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,0
CUST_003164,13,16.49,198.51,Month-to-Month,Credit card,DSL,0,1,1,0,1
CUST_003165,1,19.78,87.33,Month-to-Month,Mailed check,DSL,0,1,0,0,1
CUST_003166,13,15.77,250.68,Month-to-Month,Bank transfer,Fiber optic,1,1,1,0,0
CUST_003167,52,20.94,1099.49,Month-to-Month,Electronic check,Fiber optic,0,1,0,0,1
CUST_003168,2,14.45,40.93,One year,Electronic check,Fiber optic,0,1,1,0,1
CUST_003169,28,23.42,640.56,Month-to-Month,Mailed check,Fiber optic,0,1,1,1,0
CUST_003170,10,25.39,208.42,Month-to-Month,Bank transfer,DSL,0,1,1,1,0
CUST_003171,21,15.32,383.58,Two year,Electronic check,Fiber optic,0,1,0,0,0
CUST_003172,6,14.34,151.65,Two year,Credit card,Fiber optic,0,1,0,0,0
CUST_003173,3,20.81,20.81,Month-to-Month,Mailed check,DSL,1,1,1,0,0
CUST_003174,3,27.63,75.2,Month-to-Month,Credit card,Fiber optic,0,1,0,0,1
CUST_003175,1,14.85,14.85,One year,Electronic check,No,0,0,0,0,1
CUST_003176,4,26.01,102.41,Month-to-Month,Bank transfer,Fiber optic,1,0,1,0,1
CUST_003177,21,26.36,556.77,Month-to-Month,Electronic check,DSL,0,0,1,0,1
CUST_003178,42,17.45,780.24,One year,Credit card,Fiber optic,1,0,0,1,0
CUST_003179,33,19.46,604.82,Month-to-Month,Mailed check,DSL,1,1,1,0,0
CUST_003180,23,22.06,465.06,Month-to-Month,Bank transfer,Fiber optic,0,0,1,1,0
CUST_003181,2,16.4,94.63,Month-to-Month,Credit card,DSL,0,0,0,0,0
CUST_003182,6,15.69,71.01,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_003183,7,16.67,53.54,Month-to-Month,Electronic check,DSL,1,0,0,0,1
CUST_003184,5,11.87,35.09,Two year,Credit card,Fiber optic,1,1,0,1,0
CUST_003185,14,22.56,299.34,Month-to-Month,Bank transfer,DSL,0,0,1,0,0
CUST_003186,15,27.74,493.85,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_003187,8,18.53,194.48,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,1
CUST_003188,8,19.35,212.18,Two year,Electronic check,No,0,0,0,0,0
CUST_003189,35,29.32,1067.2,Month-to-Month,Electronic check,Fiber optic,1,0,1,0,1
CUST_003190,31,29.38,958.09,Month-to-Month,Mailed check,Fiber optic,1,1,0,1,1
CUST_003191,7,18.38,94.26,Two year,Credit card,No,0,0,0,0,0
CUST_003192,49,20.46,992.61,Month-to-Month,Mailed check,DSL,1,0,1,0,0
